"comment_id","comment_text","likes","replies","username","username_md5","user_channel","date","url","video_id","replies_value","load_replies","replies_without_names","num_of_comments","sort_by","user_id","timestamp","input"
"UgyKfzEtYeshwl5WuNZ4AaABAg","Warning : Don't drink water while watching 10th tip !",2000,16,"@CaffeinatedGamer","f7b0ea34063881fe6425c2631fbcaca6","https://www.youtube.com/@CaffeinatedGamer","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC1XjCuRAiE22S6b1wMIakUA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugwbeu-0NwIXO1_mekh4AaABAg","Tip 10 was definitely the most useful, thank you so much!",42,0,"@annabanana5047","3e40012f656ebd52ee31275085c35683","https://www.youtube.com/@annabanana5047","2 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCKmXmDHNE3CxhWoaamZ5Daw","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgyW0fnf-r94TDOpOnx4AaABAg","OMG #10 was life changing, how did i not think of it sooner! Thanks Jarrod🙏🏻",652,7,"@moshh7433","23cb5d48461f3a822c37154bf4d0fc0d","https://www.youtube.com/@moshh7433","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCGGblSWi1fimg7u13MVxOQQ","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgxH_RGQpe5Huw1PplF4AaABAg","This was my first time i got a gaming laptop, and I took so much care of it that when i took it to the repair person to give it a check up, he was shocked. It was super clean, didn't heat at all, and even having the latest updates installed.",803,21,"@hamzzzakkk","96602e1e4373ab6d6e91b29d65f5dc09","https://www.youtube.com/@hamzzzakkk","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCEUVI3ZHvvPj8DPggycuskg","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgxYSkut4Osor9GHnAp4AaABAg","I knew I wasn't doing sth right. #10 is definitely what I wanna do. So life-changing for me. Thanks Jarod.",96,0,"@arnoldkokonya","e22072aee608c25020277dd4d7808220","https://www.youtube.com/@arnoldkokonya","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCqWzqCpcAKR22ZWFX_IUW3A","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugw92RX_ckoiNbD0G5p4AaABAg","11.  Check  the thermal paste on the CPU and GPU every 2 years or so.  I'd probably do this first before I tried undervolting to resolve heat issues.",42,0,"@dresdyn100","15ade888b2760049c4916f3225b6b172","https://www.youtube.com/@dresdyn100","1 year ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC5jxCipNaEueokxscMcmPcw","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgxBPAFCd053iDe1hfd4AaABAg","The 10th tip is insane! I managed to complete my steam library in minutes!",548,14,"@kurukan_2025","10069e640378e7f1585e9a313ed0f3e3","https://www.youtube.com/@kurukan_2025","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCTolWbygjfHaywhjT9GB14A","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgwT7bvFvPlzMx_4on14AaABAg","I can confirm tip #10 works on desktop PCs as well, tho it usually is a bit trickier to pull off and requires more user interaction, but it's overall worth it",942,10,"@ultraviolet2497","e62786f3fc8cfae5f8653440c7053a42","https://www.youtube.com/@ultraviolet2497","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC8JooDN-L3kqJzRyIvKlyEA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugz3sJxQdIwhMWmrwR14AaABAg","I found your tips very useful. Thank you! 
Especially no.10, how did I not think of that!?",10,0,"@zhieff","4fabee38de3454a2850dd5e10ac1a69d","https://www.youtube.com/@zhieff","1 year ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC6-gQxVduXh3pv09TdV41OA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgzTDJ8pz1dkwd3NMeZ4AaABAg","Jarrod, I love the channel and content. I just got my first ever gaming laptop and I got the Legion 5 pro with Ryzen 7 5800, RTX3070 because of your channel and I absolutely love it! Thank you for all your hard work and giving us your knowledge on what you learn about each device. I wanted the intel version of the Legion but I bought mine new from Walmart for $1300 so I couldn’t pass it up. Thanks Again Sir🙏🏻✌🏻",136,10,"@kevinbryantsr.6443","815acae074696cab0b91bc44c0dd8478","https://www.youtube.com/@kevinbryantsr.6443","2 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCA5jPqBGu3a5CiNfcOve4DA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugx4EEODIDMncuytmP54AaABAg","for tip 2, I would say: put your laptop on a vertical stand. It reduces temps on cpu/gpu for 5+ degrees",1600,35,"@shendor1988","2648b4f8577796b35355e584ede3619d","https://www.youtube.com/@shendor1988","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCB-T-XWmLkxBYLgU7rwu3Dg","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgzoK7uQFAeIz5jgnRt4AaABAg","Never thought about changing my background from red to green, gave me 5x extra performance - you're the goat.",32,2,"@AyanS","38a404efee3f61034f0f4476d661fe0d","https://www.youtube.com/@AyanS","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCqudZcU34ZWYWHlJiPaHQIA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgwRrmOW0CZi05_7ail4AaABAg","The troubleshoot of the 10th mistake changed my life! Thank you so much for these binge-worthy advices.",8,0,"@TheSnackThatStrikesBack","89f5304e4273d7e64447167055b56aa9","https://www.youtube.com/@TheSnackThatStrikesBack","1 year ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCukFXfCRnixRVXACLwMd4QA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgxFYTLIlepDiAzUOE94AaABAg","1. Not cleaning 0:08
2. Laptop placement 0:34
3. Gaming on battery 0:56
4. Not opening with care 1:31
5. Not updating 2:01
6. Not using dual channel memory 3:01
7. Gaming with optimus (MUX switch offed if you have) 3:42
8. Buying new too often 4:39
8.5. BONUS 5:43
9. Performance tuning 6:09
10. PC Hack to boost  loading  6:48",58,2,"@ReviewMedic","16bca20a98187fab44d71bd22c648b59","https://www.youtube.com/@ReviewMedic","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCfnEBImOyiSzw6c2aQfRjqg","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgzUMzorEfQPllAHfht4AaABAg","5:50 Definitely still a family friendly channel :)",294,3,"@swastikgoomber","b6ca0c4e8002509199f0fc8b82d68d34","https://www.youtube.com/@swastikgoomber","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC_V8vqLXbO6hTmNudrIOYfw","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgxsnPT6jX3caQZ16wh4AaABAg","Thumbnail is really useful, red paint for your walls makes the pc feel angry and that only makes it hotter, but using green makes it feel a little more chilled out and will help with cooling",62,1,"@goodgoblin3169","6921fbd4c7285f2b4c0494f13444e9e0","https://www.youtube.com/@goodgoblin3169","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCSELwp84Kp-qnsCxYkphnkQ","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgwbHHoceAXYYIk3nOh4AaABAg","Thank you SO MUCH for that overclock tip. I made some small tweaks and now almost all lag when playing VR games off of my laptop is practically gone! Still not perfect but it’s a hell of a lot better.",36,0,"@jojosbread_owo","dcf73443bf61f19416eeeb408e2a2096","https://www.youtube.com/@jojosbread_owo","2 years ago (edited)","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCsC0wtbUJoGJlbIsHSiutlg","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgyJQQrketNllPM8tbl4AaABAg","5:50 killed me😂😂😂😂😂",56,0,"@Aryan_hbz","ba2a2b977e02f6659759f50b3a5236ef","https://www.youtube.com/@Aryan_hbz","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC5JS7eipLwTqHDvHtGgadYQ","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugx9vNiq-bcL3VcccUt4AaABAg","Tip #10 is amazing, such wow. Reversing the polarity of the power going into the laptop and then crossing the energy streams will give you an even faster overclock that you cannot possibly imagine! XD",167,2,"@TheDaNuker","f86e44cfd59576ef0e7f29c33470f10e","https://www.youtube.com/@TheDaNuker","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCpdTyMyAhBqtaBE9lZsthjw","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgzlQe8yVzDaTbBNxFV4AaABAg","One thing i would of suggested to have for a gaming laptop no matter the environment is using a cooling pad as that would help out a little more on the temps for the system as well as elevating it upwards if the person is using a dedicated keyboard and mouse.",419,18,"@EcksGamer","61ccd7046f389618e87fccb62a0409a0","https://www.youtube.com/@EcksGamer","2 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCraKgpNelgKaM4AA5URKdGw","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgyB5sNCWjI1Fx9-i254AaABAg","The last one helped me a lot, woukd have never think of that. Thanks. 😂😅",6,1,"@JackVac_joeblower","8d714c9a7157ff617e9fd2042e66861f","https://www.youtube.com/@JackVac_joeblower","1 year ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCguGrHKskVxVZ5D0URQVoLQ","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugx_sdUUujT5bpjAYOJ4AaABAg","dr.jarrod with his angelic laptop advise",315,1,"@suhailmohamed883","b4df02904c60e3ae04083d47501d2741","https://www.youtube.com/@suhailmohamed883","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCVAI8aKa_maU7O6KybZO1XA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugw6_isyIHosZzcNBVV4AaABAg","Jarrod's laughing face after both ""important"" advices is the best thing",88,1,"@Exsanguine","3961a5412d5828d0efc3d00a454f8204","https://www.youtube.com/@Exsanguine","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCC0kJLXOxf5sW0yJWb5xmFQ","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgydtcIg4mjPjGDTRCp4AaABAg","Great tips, especially #10 :D 
Guys be careful with BIOS upgrades though. For example, Lenovo recently released an update which, if updated without resetting the BIOS first, will not let GPUs output picture on screen. So just stay on current BIOS unless absolutely necessary.",187,5,"@mrgndx","ffb8b2cac6f7216497ab2bc705d44acb","https://www.youtube.com/@mrgndx","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCrLGE8Volga_TKrbRRL-e3Q","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugzv1cwBhd0byhZKF-F4AaABAg","Thank you for this video and helping out the people who have gaming laptops",3,0,"@Indian_goat391","a5b25c633a180975f53ee2711cd6847a","https://www.youtube.com/@Indian_goat391","1 year ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCtaa_-dzVKJrl1qXtdOrPGQ","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugx8d6OOi9PF6AwiuXJ4AaABAg","I'm watching this on a Legion 5 I bought last April after listening to your advice. It's a significant upgrade compared to the laptop I've been using since 2014.",14,3,"@racermigs1","bdaec2217b03473e6bf707d13927fd14","https://www.youtube.com/@racermigs1","3 years ago (edited)","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCMebDcqD8zLO1j604S1_mdA","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugz70nsZMHCOPCK6L394AaABAg","I'll be honest, I've never cleaned my laptops' fans even once in 20 years",224,18,"@mini9503","9f6ef0e22e9f4c39aedb9a84ba66ce6a","https://www.youtube.com/@mini9503","3 years ago (edited)","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCte9IzhIAIhRpEuZx1xQ21Q","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugy8FeKEqnDeMS9hM-54AaABAg","6:57 Newton just got out of his grave😆",164,2,"@missiontom3221","1cfc25d22c3a26a366d3425aed75f773","https://www.youtube.com/@missiontom3221","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCkc5fYhm49gXfYFlaVdEu6w","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugx5W03o7E0Owvtjz9d4AaABAg","woooow thank you so much i tried out that bonus tip and it work like a charm ! been using it since last year and it never lets me down 🙂",3,0,"@abdlh9736","96090c22b0fa8883bd929de4e8cb2537","https://www.youtube.com/@abdlh9736","1 year ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC3YZQNaDvxbF6FC06tAz8QQ","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugzp0qaxR393HOWKpPB4AaABAg","""Yeah not falling for the bonus 10th tip""- my brain screaming while I'm eagerly waiting for the 10th tip",31,0,"@Saiyan476","97b6720899f0f55b5144834a735305dc","https://www.youtube.com/@Saiyan476","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCVUMnJjrScIiNItkKxFdLeg","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgxYGIluFHKnf7MbLst4AaABAg","I literally helped a friend purchase a laptop a few days ago, he's completely new to PC gaming, this is the perfect vid for him. Thanks.",7,2,"@5izzy557","303e6e2146f14f2809b27d794020ddf4","https://www.youtube.com/@5izzy557","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCAkPopDwgkbTSxuSGsG2kow","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgwxKjgck0bp9bh5Cy94AaABAg","I love straightforward and simple your tips and solutions are in the video without saying anything useless !!",9,0,"@maheshbibe3892","6d8df9f948f511326ed677d2bf649be8","https://www.youtube.com/@maheshbibe3892","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCqEZV3IhOVId_ZpFzifdXew","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgxbtcvqO-8XY568j9l4AaABAg","1:40 this is a really good tip, gaming laptops tend to break their hinges if you're too rough with the lid, just open it slowly and you won't have any issues.",4,0,"@erglwrgl","52fa05e0433eb9c40396b84f7dcc0a0b","https://www.youtube.com/@erglwrgl","2 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC9gx5uJZ0VlyYb4_n90_c-Q","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"UgySLo3AYH4QDRLvBSd4AaABAg","I can't agree more with mistake #8! 
My MSI GE73 Raider is now at least 3 years old, but I'm still playing the latest game decently.
GTX1070 & i7 8750h with undervolt for both, repaste over the year, work like a charm. 
If u give your laptop some love and care, u can keep it for some years.",12,0,"@xSwanyHD","091131bf3480db14dcd286d1f27437c3","https://www.youtube.com/@xSwanyHD","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UCDH28MB1t0vqPmBh1Ndjqgw","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
"Ugyo7AUlfoV0O5-13VV4AaABAg","Tried tip 10, instantly loaded the bar when I dropped the laptop off the nearest skyscraper! Saved about 10 seconds of loading, really worth it. Thanks Jarrod!",9,0,"@bonkba2563","a1a51827724f941f660e28377a2a800e","https://www.youtube.com/@bonkba2563","3 years ago","https://www.youtube.com/watch?v=lE-VKc2R9L4","lE-VKc2R9L4",,,,,,"UC8ZqtbAEPX_Yh-qVrWrVkHw","2025-02-24T06:13:41.929Z","{""url"":""https://www.youtube.com/watch?v=lE-VKc2R9L4"",""num_of_comments"":100,""sort_by"":""Top comments""}"
